1;1797;1798;1797;0
1;1657;3455;3454;1797
1;1196;4651;4650;3454
1;2863;7514;7513;4650
1;3864;11378;11377;7513
1;4918;16296;16295;11377
1;2875;19171;19170;16295
1;4857;24028;24027;19170
1;2558;26586;26585;24027
1;33;26619;26618;26585
1;2034;28653;28652;26618
1;3753;32406;32405;28652
2;3096;35502;35500;32404
2;385;35887;35885;35500
2;4788;40675;40673;35885
2;878;41553;41551;40673
2;2307;43860;43858;41551
2;4059;47919;47917;43858
2;3093;51012;51010;47917
2;4659;55671;55669;51010
2;1722;57393;57391;55669
2;4593;61986;61984;57391
2;4288;66274;66272;61984
2;3166;69440;69438;66272
3;178;69618;69615;69437
3;1036;70654;70651;69615
3;3712;74366;74363;70651
3;802;75168;75165;74363
3;1470;76638;76635;75165
3;2467;79105;79102;76635
3;3007;82112;82109;79102
3;2510;84622;84619;82109
3;3352;87974;87971;84619
3;3348;91322;91319;87971
3;1139;92461;92458;91319
3;3042;95503;95500;92458
3;426;95929;95926;95500
4;3451;99380;99376;95925
4;3526;102906;102902;99376
4;2292;105198;105194;102902
4;4801;109999;109995;105194
4;2457;112456;112452;109995
4;2957;115413;115409;112452
4;251;115664;115660;115409
4;2006;117670;117666;115660
4;4271;121941;121937;117666
4;3929;125870;125866;121937
4;3471;129341;129337;125866
4;2055;131396;131392;129337
4;4781;136177;136173;131392
4;4924;141101;141097;136173
5;3784;144885;144880;141096
5;1736;146621;146616;144880
5;3667;150288;150283;146616
5;1680;151968;151963;150283
5;3367;155335;155330;151963
5;2100;157435;157430;155330
5;2971;160406;160401;157430
5;4467;164873;164868;160401
5;1970;166843;166838;164868
6;2689;169532;169526;166837
6;3729;173261;173255;169526
6;3195;176456;176450;173255
6;3835;180291;180285;176450
6;1134;181425;181419;180285
6;4704;186129;186123;181419
6;4116;190245;190239;186123
6;2041;192286;192280;190239
6;4391;196677;196671;192280
6;4125;200802;200796;196671
6;1508;202310;202304;200796
6;4943;207253;207247;202304
6;1354;208607;208601;207247
7;1661;210268;210261;208600
7;2454;212722;212715;210261
7;4469;217191;217184;212715
7;4953;222144;222137;217184
7;1836;223980;223973;222137
7;3365;227345;227338;223973
7;2758;230103;230096;227338
7;4824;234927;234920;230096
7;1502;236429;236422;234920
7;633;237062;237055;236422
8;2245;239307;239299;237054
8;4820;244127;244119;239299
8;1825;245952;245944;244119
8;38;245990;245982;245944
8;4332;250322;250314;245982
8;880;251202;251194;250314
8;4536;255738;255730;251194
8;1253;256991;256983;255730
9;3086;260077;260068;256982
9;2966;263043;263034;260068
9;3364;266407;266398;263034
9;2700;269107;269098;266398
9;1193;270300;270291;269098
9;2623;272923;272914;270291
9;310;273233;273224;272914
9;2160;275393;275384;273224
9;2925;278318;278309;275384
9;679;278997;278988;278309
9;2910;281907;281898;278988
9;1212;283119;283110;281898
9;2086;285205;285196;283110
9;4183;289388;289379;285196
9;1823;291211;291202;289379
10;4475;295686;295676;291201
10;3955;299641;299631;295676
10;1693;301334;301324;299631
10;3706;305040;305030;301324
10;1549;306589;306579;305030
10;1281;307870;307860;306579
10;3431;311301;311291;307860
10;3963;315264;315254;311291
10;1739;317003;316993;315254
10;4146;321149;321139;316993
10;1207;322356;322346;321139
10;3376;325732;325722;322346
11;2852;328584;328573;325721
11;310;328894;328883;328573
11;1647;330541;330530;328883
11;43;330584;330573;330530
11;2651;333235;333224;330573
11;2238;335473;335462;333224
11;754;336227;336216;335462
11;4039;340266;340255;336216
11;1339;341605;341594;340255
12;755;342360;342348;341593
12;807;343167;343155;342348
12;964;344131;344119;343155
12;404;344535;344523;344119
12;2725;347260;347248;344523
12;3108;350368;350356;347248
12;3342;353710;353698;350356
12;108;353818;353806;353698
12;3648;357466;357454;353806
12;308;357774;357762;357454
13;994;358768;358755;357761
13;4942;363710;363697;358755
13;1445;365155;365142;363697
13;1287;366442;366429;365142
13;4201;370643;370630;366429
13;814;371457;371444;370630
13;2478;373935;373922;371444
13;2258;376193;376180;373922
13;2421;378614;378601;376180
14;35;378649;378635;378600
14;655;379304;379290;378635
14;3806;383110;383096;379290
14;4028;387138;387124;383096
14;2178;389316;389302;387124
14;1870;391186;391172;389302
14;1255;392441;392427;391172
14;1161;393602;393588;392427
14;1796;395398;395384;393588
14;2814;398212;398198;395384
14;2666;400878;400864;398198
14;2766;403644;403630;400864
14;1367;405011;404997;403630
15;2807;407818;407803;404996
15;3125;410943;410928;407803
15;729;411672;411657;410928
15;1606;413278;413263;411657
15;1813;415091;415076;413263
15;16;415107;415092;415076
15;3964;419071;419056;415092
15;4979;424050;424035;419056
15;1057;425107;425092;424035
15;1109;426216;426201;425092
15;1817;428033;428018;426201
15;4475;432508;432493;428018
15;3149;435657;435642;432493
15;2951;438608;438593;435642
15;4905;443513;443498;438593
16;2326;445839;445823;443497
16;2051;447890;447874;445823
16;547;448437;448421;447874
16;4510;452947;452931;448421
16;1975;454922;454906;452931
16;3078;458000;457984;454906
16;1520;459520;459504;457984
16;1192;460712;460696;459504
16;2288;463000;462984;460696
17;2096;465096;465079;462983
17;1149;466245;466228;465079
17;2900;469145;469128;466228
17;462;469607;469590;469128
17;3770;473377;473360;469590
17;3650;477027;477010;473360
17;377;477404;477387;477010
17;133;477537;477520;477387
17;4552;482089;482072;477520
17;993;483082;483065;482072
17;1292;484374;484357;483065
18;2352;486726;486708;484356
18;3866;490592;490574;486708
18;4302;494894;494876;490574
18;905;495799;495781;494876
18;1215;497014;496996;495781
18;845;497859;497841;496996
18;1222;499081;499063;497841
18;2111;501192;501174;499063
18;3804;504996;504978;501174
18;4889;509885;509867;504978
18;4499;514384;514366;509867
18;1069;515453;515435;514366
18;2383;517836;517818;515435
18;100;517936;517918;517818
19;4802;522738;522719;517917
19;2817;525555;525536;522719
19;1308;526863;526844;525536
19;2119;528982;528963;526844
19;343;529325;529306;528963
19;4124;533449;533430;529306
19;1413;534862;534843;533430
19;821;535683;535664;534843
19;3378;539061;539042;535664
19;2690;541751;541732;539042
20;4587;546338;546318;541731
20;3768;550106;550086;546318
20;584;550690;550670;550086
20;1459;552149;552129;550670
20;4757;556906;556886;552129
20;926;557832;557812;556886
20;4751;562583;562563;557812
20;4961;567544;567524;562563
20;2000;569544;569524;567524
20;2096;571640;571620;569524
20;2673;574313;574293;571620
20;4273;578586;578566;574293
20;3002;581588;581568;578566
20;474;582062;582042;581568
20;3883;585945;585925;582042
21;2506;588451;588430;585924
21;1387;589838;589817;588430
21;2022;591860;591839;589817
21;2700;594560;594539;591839
21;211;594771;594750;594539
21;701;595472;595451;594750
21;358;595830;595809;595451
21;3374;599204;599183;595809
21;258;599462;599441;599183
21;4549;604011;603990;599441
21;2620;606631;606610;603990
21;338;606969;606948;606610
21;3397;610366;610345;606948
21;2158;612524;612503;610345
22;4347;616871;616849;612502
22;581;617452;617430;616849
22;890;618342;618320;617430
22;2249;620591;620569;618320
22;3292;623883;623861;620569
22;1336;625219;625197;623861
22;3399;628618;628596;625197
22;4309;632927;632905;628596
22;2616;635543;635521;632905
22;10;635553;635531;635521
22;250;635803;635781;635531
23;2011;637814;637791;635780
23;531;638345;638322;637791
23;20;638365;638342;638322
23;2818;641183;641160;638342
23;522;641705;641682;641160
23;2354;644059;644036;641682
23;2453;646512;646489;644036
23;4369;650881;650858;646489
23;2447;653328;653305;650858
23;4857;658185;658162;653305
23;4225;662410;662387;658162
23;3508;665918;665895;662387
23;2474;668392;668369;665895
23;2230;670622;670599;668369
23;3840;674462;674439;670599
24;3076;677538;677514;674438
24;2401;679939;679915;677514
24;496;680435;680411;679915
24;4965;685400;685376;680411
24;1998;687398;687374;685376
24;2023;689421;689397;687374
24;1787;691208;691184;689397
24;4737;695945;695921;691184
24;4879;700824;700800;695921
24;2742;703566;703542;700800
24;3539;707105;707081;703542
24;3181;710286;710262;707081
24;3657;713943;713919;710262
24;2206;716149;716125;713919
24;3860;720009;719985;716125
24;3248;723257;723233;719985
24;688;723945;723921;723233
25;1231;725176;725151;723920
25;883;726059;726034;725151
25;490;726549;726524;726034
25;3271;729820;729795;726524
25;954;730774;730749;729795
25;380;731154;731129;730749
25;2428;733582;733557;731129
25;3300;736882;736857;733557
25;4121;741003;740978;736857
25;2895;743898;743873;740978
25;3549;747447;747422;743873
25;4991;752438;752413;747422
26;640;753078;753052;752412
26;670;753748;753722;753052
26;2520;756268;756242;753722
26;2447;758715;758689;756242
26;3955;762670;762644;758689
26;985;763655;763629;762644
26;4394;768049;768023;763629
26;4254;772303;772277;768023
26;4456;776759;776733;772277
26;696;777455;777429;776733
26;2292;779747;779721;777429
26;1725;781472;781446;779721
27;189;781661;781634;781445
27;4168;785829;785802;781634
27;1725;787554;787527;785802
27;624;788178;788151;787527
27;3079;791257;791230;788151
27;2599;793856;793829;791230
28;2451;796307;796279;793828
28;4796;801103;801075;796279
28;2015;803118;803090;801075
28;4927;808045;808017;803090
28;4151;812196;812168;808017
28;4142;816338;816310;812168
28;591;816929;816901;816310
28;2280;819209;819181;816901
28;1880;821089;821061;819181
28;1552;822641;822613;821061
28;1890;824531;824503;822613
29;65;824596;824567;824502
29;331;824927;824898;824567
29;304;825231;825202;824898
29;904;826135;826106;825202
29;2370;828505;828476;826106
29;2156;830661;830632;828476
29;1348;832009;831980;830632
29;1609;833618;833589;831980
29;615;834233;834204;833589
29;2830;837063;837034;834204
29;1610;838673;838644;837034
29;4833;843506;843477;838644
30;2809;846315;846285;843476
30;104;846419;846389;846285
30;3490;849909;849879;846389
30;1518;851427;851397;849879
30;4663;856090;856060;851397
30;1503;857593;857563;856060
30;4079;861672;861642;857563
30;656;862328;862298;861642
30;2775;865103;865073;862298
30;2985;868088;868058;865073
30;768;868856;868826;868058
31;567;869423;869392;868825
31;2962;872385;872354;869392
31;1251;873636;873605;872354
31;1850;875486;875455;873605
31;4759;880245;880214;875455
31;1100;881345;881314;880214
31;1220;882565;882534;881314
31;1838;884403;884372;882534
31;2704;887107;887076;884372
32;3528;890635;890603;887075
32;3290;893925;893893;890603
32;2840;896765;896733;893893
32;3361;900126;900094;896733
32;1780;901906;901874;900094
32;2861;904767;904735;901874
32;3325;908092;908060;904735
32;4501;912593;912561;908060
32;1987;914580;914548;912561
32;1858;916438;916406;914548
33;255;916693;916660;916405
33;2938;919631;919598;916660
33;900;920531;920498;919598
33;1357;921888;921855;920498
33;1995;923883;923850;921855
33;3637;927520;927487;923850
33;4872;932392;932359;927487
33;4064;936456;936423;932359
34;2319;938775;938741;936422
34;2286;941061;941027;938741
34;3840;944901;944867;941027
34;2390;947291;947257;944867
34;2077;949368;949334;947257
34;1298;950666;950632;949334
34;4929;955595;955561;950632
34;313;955908;955874;955561
34;651;956559;956525;955874
34;3008;959567;959533;956525
34;579;960146;960112;959533
34;3147;963293;963259;960112
34;4350;967643;967609;963259
35;3066;970709;970674;967608
35;16;970725;970690;970674
35;4297;975022;974987;970690
35;3912;978934;978899;974987
35;4525;983459;983424;978899
35;1952;985411;985376;983424
35;4408;989819;989784;985376
35;1367;991186;991151;989784
36;3420;994606;994570;991150
36;3774;998380;998344;994570
36;1171;999551;999515;998344
36;4398;1003949;1003913;999515
36;380;1004329;1004293;1003913
36;2810;1007139;1007103;1004293
36;1125;1008264;1008228;1007103
36;3125;1011389;1011353;1008228
37;4533;1015922;1015885;1011352
37;2126;1018048;1018011;1015885
37;3031;1021079;1021042;1018011
37;1248;1022327;1022290;1021042
37;1249;1023576;1023539;1022290
37;4591;1028167;1028130;1023539
37;3942;1032109;1032072;1028130
37;138;1032247;1032210;1032072
37;1241;1033488;1033451;1032210
37;2924;1036412;1036375;1033451
38;2442;1038854;1038816;1036374
38;2942;1041796;1041758;1038816
38;2075;1043871;1043833;1041758
38;1702;1045573;1045535;1043833
38;2993;1048566;1048528;1045535
38;1347;1049913;1049875;1048528
39;1912;1051825;1051786;1049874
39;3181;1055006;1054967;1051786
39;3545;1058551;1058512;1054967
39;4008;1062559;1062520;1058512
39;533;1063092;1063053;1062520
39;124;1063216;1063177;1063053
39;1479;1064695;1064656;1063177
39;2397;1067092;1067053;1064656
39;807;1067899;1067860;1067053
39;3313;1071212;1071173;1067860
40;1936;1073148;1073108;1071172
40;43;1073191;1073151;1073108
40;2123;1075314;1075274;1073151
40;4702;1080016;1079976;1075274
40;3311;1083327;1083287;1079976
40;685;1084012;1083972;1083287
40;2364;1086376;1086336;1083972
40;4446;1090822;1090782;1086336
40;598;1091420;1091380;1090782
40;4630;1096050;1096010;1091380
40;2111;1098161;1098121;1096010
40;3443;1101604;1101564;1098121
40;1626;1103230;1103190;1101564
40;4519;1107749;1107709;1103190
41;1101;1108850;1108809;1107708
41;3538;1112388;1112347;1108809
41;3693;1116081;1116040;1112347
41;4810;1120891;1120850;1116040
41;1834;1122725;1122684;1120850
41;2223;1124948;1124907;1122684
41;1385;1126333;1126292;1124907
